연번,분야,행사유형,분야 및 행사유형,지역,제목,출처,행사시작일,행사종료일,등록일
152,경영,사업설명회,경영 > 사업설명회,충청북도,2021년 DNA 대중소 파트너십 동반진출 사업설명회 안내,정보통신산업진흥원,2021-03-09,2021-03-09,2021-03-03
153,인력,교육,인력 > 교육,서울특별시,2021년 인슈어테크 서비스 개발 기초 과정 교육 실시,한국인터넷진흥원,2021-04-12,2021-04-16,2021-03-03
154,인력,세미나/포럼,인력 > 세미나/포럼,광주광역시,2021년 사회적기업 인ㆍ지정 설명회(수요 talk! talk!) 안내,사회적협동조합 살림,2021-03-03,2021-11-24,2021-03-03
155,수출,교육,수출 > 교육,서울특별시,2021년 상반기 FTA 단기종합실무 초급반 교육 실시,한국무역협회,2021-03-25,2021-03-25,2021-03-03
156,경영,교육,경영 > 교육,서울특별시,2021년 2D패턴ㆍ3D가상샘플 제작 교육 실시,한국패션산업협회,2021-04-05,2021-06-30,2021-03-03
157,경영,사업설명회,경영 > 사업설명회,광주광역시,2021년 광주사회적경제지원센터 사업설명회 안내,광주사회적경제지원센터,2021-03-05,2021-03-05,2021-03-03
158,수출,수출상담회,수출 > 수출상담회,부산광역시,[부산] 2021년  친환경 조선해양기자재 온라인 상담회 안내,부산광역시 해외마케팅 통합시스템,2021-04-06,2021-04-09,2021-03-03
159,인력,교육,인력 > 교육,인천광역시,[인천] 2021년 1차 해외 온라인쇼핑몰 활용 마케팅 전략 교육 실시,한국무역협회,2021-03-25,2021-03-26,2021-03-03
160,인력,교육,인력 > 교육,대구광역시,"[대구ㆍ경북] 2021년 아마존, 쇼피 활용 온라인 해외직접판매 교육 실시",한국무역협회,2021-03-25,2021-03-26,2021-03-03
161,수출,세미나/포럼,수출 > 세미나/포럼,광주광역시,[광주ㆍ전남] 2021년 제10회 KITAㆍ전남TP 무역포럼 개최 안내,한국무역협회,2021-04-06,2021-04-06,2021-03-03
162,창업,사업설명회,창업 > 사업설명회,서울특별시,2021년 데이터바우처지원사업 사업설명회 안내,한국프랜차이즈산업협회,2021-03-12,2021-03-12,2021-03-03
163,경영,사업설명회,경영 > 사업설명회,대구광역시,2021년 사회현안해결 지능정보화 사업 공모 온라인 설명회 안내,한국지능정보사회진흥원,2021-02-26,2021-03-30,2021-03-02
164,수출,세미나/포럼,수출 > 세미나/포럼,서울특별시,2021년 미국 크라우드펀딩 인디고고 입점 설명회 안내,KOTRA,2021-03-04,2021-03-04,2021-03-02
165,경영,세미나/포럼,경영 > 세미나/포럼,서울특별시,2021년 서울형 사회가치지표 온라인 설명회 안내,서울특별시 사회적경제지원센터,2021-03-04,2021-03-04,2021-03-02
166,경영,세미나/포럼,경영 > 세미나/포럼,서울특별시,2021년 중소기업자간 경쟁제품 지정 관련 품목 신청 및 설명회 안내,공공구매종합정보,2021-03-11,2021-03-11,2021-03-02
167,수출,세미나/포럼,수출 > 세미나/포럼,강원도,2021년 스위스 이노베이션 & 메드텍 웨비나 안내,원주의료기기테크노벨리,2021-03-18,2021-03-18,2021-03-02
168,창업,교육,창업 > 교육,전라남도,2021년 1기 전남 IP창업Zone 교육 실시,전남테크노파크,2021-03-15,2021-03-19,2021-03-02
169,인력,교육,인력 > 교육,대구광역시,2021년 지역산업맞춤형인력양성사업 3월 재직자 대상 교육 실시,대구경북디자인센터,2021-03-17,2021-03-26,2021-03-02
170,인력,교육,인력 > 교육,대전광역시,2021년 상반기 산림분야 사회적경제기업가 육성 아카데미 실시,산림청,2021-03-15,2021-04-13,2021-03-02
171,인력,교육,인력 > 교육,전라북도,[전북] 2021년 1기 인공지능(AI)ㆍ블록체인 전문 인력 양성 교육 실시,전주정보문화산업진흥원,2021-03-29,2021-05-25,2021-02-26
172,창업,사업설명회,창업 > 사업설명회,대구광역시,[대구] 2021년 사회적경제기업 사업개발비 지원사업 온라인 설명회 안내,커뮤니티와 경제,2021-03-02,2021-03-02,2021-02-26
173,인력,세미나/포럼,인력 > 세미나/포럼,서울특별시,기술상용화 지원사업(크라우드펀딩형) 특별 라이브 설명회 개최 안내,서울산업진흥원 서울R&D지원센터,2021-03-09,2021-03-09,2021-02-26
174,경영,세미나/포럼,경영 > 세미나/포럼,인천광역시,2021년 온-나라 영상회의를 통한 법인세 신고 설명회 개최,인천상공회의소,2021-03-02,2021-03-31,2021-02-26
175,인력,사업설명회,인력 > 사업설명회,경상남도,[경남] 찾아가는 마을기업 설명회 개최 안내,경상남도,2021-03-09,2021-03-09,2021-02-26
176,인력,교육,인력 > 교육,경상남도,2021년 상반기 ICT이노베이션스퀘어 확산사업 인공지능ㆍ블록체인 교육 실시,경남테크노파크,2021-03-15,2021-06-13,2021-02-26
177,수출,교육,수출 > 교육,전라남도,2021년 제1차 무역아카데미 온라인 교육 실시,창조경제혁신센터,2021-03-16,2021-03-17,2021-02-26
178,수출,교육,수출 > 교육,서울특별시,한국무역협회 FTA 기본과정 안내,한국무역협회 무역아카데미,2021-03-25,2021-03-25,2021-02-26
179,인력,교육,인력 > 교육,강원도,[강원ㆍ경북ㆍ대구] 2021년 ICT COG Academy 블록체인 교육 실시,강원정보문화진흥원,2021-03-09,2021-04-17,2021-02-26
180,인력,교육,인력 > 교육,충청남도,2021년 낙찰률을 높이는 조달청 전자입찰 실무교육 실시,대한상공회의소,2021-03-16,2021-03-16,2021-02-25
181,인력,교육,인력 > 교육,대구광역시,신용보증기금 2021년 제9기 Start-up NEST 프로그램 실시,창초경제혁신센터,2021-02-16,2021-03-02,2021-02-25
182,경영,세미나/포럼,경영 > 세미나/포럼,광주광역시,[광주] 2021년 3월 중 금요조찬포럼 안내,광주경영자총협회,2021-03-05,2021-03-26,2021-02-25
183,인력,교육,인력 > 교육,경상남도,[경남] 2021년 SW강사양성과정(취업 연계) 교육 실시,경남테크노파크,2021-03-01,2021-04-30,2021-02-25
184,인력,교육,인력 > 교육,서울특별시,2021년 1차 의료기기 국내 GMP 인증 과정 교육 안내,식품의약품안전처,2021-03-23,2021-03-23,2021-02-25
185,경영,세미나/포럼,경영 > 세미나/포럼,경상남도,[경남] 2021년 3월 1주차 이노카페 기업애로 온라인세미나 및 컨설팅 안내,경남테크노파크,2021-03-02,2021-03-05,2021-02-25
186,인력,교육,인력 > 교육,서울특별시,2021년 3월 스마트공장 보급 확산사업 가점 및 의무교육 안내,중소벤처기업연수원,2021-03-02,2021-03-31,2021-02-25
187,인력,교육,인력 > 교육,경상북도,2021년 스마트팩토리 아카데미 3월~4월 교육 안내,경북창조경제혁신센터,2021-03-09,2021-04-30,2021-02-25
188,수출,교육,수출 > 교육,경기도,[경기] 2021년 제19기 경기 FTA 종합아카데미 야간과정(온라인) 안내,경기지역FTA활용지원센터,2021-04-01,2021-04-27,2021-02-24
189,수출,교육,수출 > 교육,경기도,[경기] 2021년 FTA활용실무 교육(온라인) 실시,경기도경제과학진흥원,2021-03-26,2021-03-26,2021-02-24
190,인력,교육,인력 > 교육,경기도,[경기] 2021년 수출입통관 및 관세환급 핵심 기초 교육(온라인) 실시,경기도경제과학진흥원,2021-03-10,2021-03-10,2021-02-24
191,경영,세미나/포럼,경영 > 세미나/포럼,서울특별시,K- 웰니스 푸드 & 투어리즘 페어 안내,한국웰니스산업협회,2021-04-20,2021-04-21,2021-02-24
192,인력,세미나/포럼,인력 > 세미나/포럼,광주광역시,[광주] 2021년 제83회 조찬세미나 개최 안내,중소기업융합 광주전남연합회,2021-03-09,2021-03-09,2021-02-24
193,경영,세미나/포럼,경영 > 세미나/포럼,서울특별시,2021년 건강보험심사평가원 보험등재 컨설팅 기업모집 공고 안내,원주의료기기테크노밸리,2021-03-19,2021-03-19,2021-02-24
194,인력,교육,인력 > 교육,경기도,[경기] 2021년 2차 위험성평가 담당자 교육 실시,대한상공회의소,2021-03-16,2021-03-17,2021-02-24
195,수출,교육,수출 > 교육,충청북도,[충북] 2021년 초보자를 위한 FTA 원산지증명서 발급 온라인 실무교육 실시,대한상공회의소,2021-03-11,2021-03-11,2021-02-24
196,인력,교육,인력 > 교육,서울특별시,2021년 출판아카데미 수강생 모집 안내,한국출판문화산업진흥원,2021-03-01,2021-10-31,2021-02-24
197,인력,세미나/포럼,인력 > 세미나/포럼,울산광역시,[울산] 2021년 대기환경관리 시행계획(안) 온라인 설명회 개최 안내,울산광역시,2021-02-26,2021-02-26,2021-02-23
198,인력,교육,인력 > 교육,광주광역시,[광주] 2021년 크리에이터 기본역량 교육 실시,광주정보문화산업진흥원,2021-03-22,2021-04-18,2021-02-23
199,인력,교육,인력 > 교육,인천광역시,[인천] 2021년 AI 로봇드론 산업 육성 프로젝트 실시,인천광역시 서구청,2021-03-15,2021-08-05,2021-02-22
200,창업,사업설명회,창업 > 사업설명회,전라남도,[전남] 2021년 산단대개조 정부공모사업 설명회 개최 안내,여수시,2021-02-25,2021-02-25,2021-02-22
201,수출,교육,수출 > 교육,서울특별시,2021년 방산수출초보기업 역량강화를 위한 해외인증교육 실시,한국방위산업진흥회,2021-03-22,2021-05-31,2021-02-22
202,인력,교육,인력 > 교육,제주특별자치도,[제주] 2021년 1기 소상공인 경영 아카데미 행복더하기 마케팅교육 실시,제주특별자치도 경제통상진흥원,2021-03-03,2021-03-04,2021-02-22
203,경영,세미나/포럼,경영 > 세미나/포럼,충청북도,2021년 고용패널조사 학술대회 자료설명회 개최 안내,한국고용정보원,2021-03-05,2021-03-05,2021-02-22
204,창업,교육,창업 > 교육,인천광역시,2021년 인천 스타트업파크 Let's Start Up! 행사 개최 안내,인천테크노파크,2021-02-25,2021-02-25,2021-02-22
205,수출,세미나/포럼,수출 > 세미나/포럼,경기도,2021년 아마존을 통한 글로벌 온라인 수출전략 웹세미나 안내,경기도경제과학진흥원,2021-03-05,2021-03-05,2021-02-22
206,인력,교육,인력 > 교육,경상북도,[경북] 2021년 사회적경제기업 HACCP과정 아카데미 교육생 모집 안내,사회적경제지원센터,2021-03-11,2021-05-31,2021-02-19
207,인력,세미나/포럼,인력 > 세미나/포럼,서울특별시,2021년 제53회 산기협 조찬세미나 참가 안내,한국산업기술진흥협회,2021-03-11,2021-03-11,2021-02-19
208,경영,세미나/포럼,경영 > 세미나/포럼,경상남도,[경남] 2021년 이노카페 기업애로 온라인세미나 및 컨설팅 안내,경남테크노파크,2021-02-22,2021-02-26,2021-02-19
209,수출,수출상담회,수출 > 수출상담회,인천광역시,2021년 KOAAㆍGTT SHOW 한국 자동차 및 수송기계 산업전 안내,KOTRA,2021-06-01,2021-11-12,2021-02-19
210,경영,세미나/포럼,경영 > 세미나/포럼,서울특별시,2021년 개정 공정거래법 설명회 개최 안내,한국경영자총협회,2021-03-05,2021-03-05,2021-02-19
211,인력,기타,인력 > 기타,대전광역시,2021년 종합쇼핑몰 나라장터 상생세일 참여업체 모집 안내,조달청,2021-04-26,2021-05-21,2021-02-18
212,수출,사업설명회,수출 > 사업설명회,서울특별시,2021년 유럽 그린딜 진출 설명회 안내,KOTRA,2021-02-24,2021-02-24,2021-02-18
213,수출,세미나/포럼,수출 > 세미나/포럼,서울특별시,2021년 해외인증&지적재산권 Key Point 설명회 개최,한국무역협회,2021-02-24,2021-02-26,2021-02-18
214,창업,세미나/포럼,창업 > 세미나/포럼,서울특별시,2021년 1분기 UAE 건설플랜트 웨비나 안내,해외건설협회,2021-03-03,2021-03-03,2021-02-18
215,창업,사업설명회,창업 > 사업설명회,경기도,[경기] 수원ㆍ성남시 2021년 경기남부지식재산센터 온라인 사업설명회 개최 안내,대한상공회의소,2021-03-05,2021-03-05,2021-02-18
216,창업,사업설명회,창업 > 사업설명회,인천광역시,2021년 산단 내 클린팩토리 구축지원 사업 설명회 안내,국가청정생산지원센터,2021-02-23,2021-03-03,2021-02-18
217,창업,사업설명회,창업 > 사업설명회,충청북도,2021년 식품안전 국가인증제 사업설명회 개최 안내,한국식품안전관리인증원,2021-02-25,2021-02-25,2021-02-18
218,수출,교육,수출 > 교육,서울특별시,2021년 W-수출성공전략 패키지 여성기업 수출교육 실시,여성기업 종합정보포털,2021-03-12,2021-03-25,2021-02-17
219,창업,사업설명회,창업 > 사업설명회,전라북도,2021년 제 1회 온라인 푸드테크 스타트업 세마나 개최 안내,농업기술실용화재단,2021-02-23,2021-02-23,2021-02-17
220,경영,사업설명회,경영 > 사업설명회,대구광역시,2021년 디지털 공공서비스 혁신 프로젝트 온라인 사업설명회 개최 안내,한국지능정보사회진흥원,2021-02-26,2021-02-26,2021-02-17
221,수출,교육,수출 > 교육,경기도,[경기] 2021년 온라인 원산지관리사 교육 개최 안내,경기도경제과학진흥원,2021-04-01,2021-05-20,2021-02-17
222,인력,사업설명회,인력 > 사업설명회,강원도,2021년 해외자원개발 지원사업 비대면 설명회 개최 안내,한국광물자원공사,2021-02-23,2021-02-23,2021-02-17
223,경영,사업설명회,경영 > 사업설명회,대구광역시,[대구ㆍ서울ㆍ광주] 2021년 서비스로봇분야 사업상담회 개최 안내,한국로봇산업진흥원,2021-02-18,2021-02-24,2021-02-16
224,인력,세미나/포럼,인력 > 세미나/포럼,경기도,2021년 K-Beauty 산업 정책 온라인 설명회 안내,한국화학융합시험연구원,2021-03-04,2021-03-05,2021-02-16
225,수출,세미나/포럼,수출 > 세미나/포럼,광주광역시,[광주ㆍ전남] 2021년 해외지부 협력 온라인 화상 상당회 안내,한국무역협회,2021-03-20,2021-06-30,2021-02-16
226,기술,전시/박람회,기술 > 전시/박람회,서울특별시,2021년 제 10회 스마트테크 코리아(SMART TECH KOREA 2021) 안내,스마트테크 코리아,2021-06-23,2021-06-25,2021-02-16
227,창업,교육,창업 > 교육,서울특별시,2021년 여성CEO 경영혁신 컨퍼런스 안내,한국경영기술지도사회,2021-02-23,2021-02-25,2021-02-16
228,인력,교육,인력 > 교육,서울특별시,2021년 핀테크 아카데미 블록체인 서비스 개발 기초 과정 교육생 모집 안내,한국인터넷진흥원,2021-03-15,2021-03-19,2021-02-15
229,인력,세미나/포럼,인력 > 세미나/포럼,서울특별시,2021년 Medical Korea 콘퍼런스 참여 모집 안내,의료기기산업 종합정보시스템,2021-03-18,2021-03-24,2021-02-15
230,수출,교육,수출 > 교육,인천광역시,[인천] 2021년 수출입 통관과 FTA 원산지관리 실무 교육(온라인) 참가 안내,인천상공회의소,2021-02-24,2021-02-24,2021-02-15
231,경영,세미나/포럼,경영 > 세미나/포럼,서울특별시,2021년 국방 중소벤터기업지원시책 온라인 라이브 설명회 계획 안내,한국방위산업진흥회,2021-02-17,2021-02-17,2021-02-15
